Category,Category AR,Name,Name AR,Price,Available
Colored Hot Drinks,مشروبات ملونة,موكا لاتيه,موكا لاتيه,135,TRUE

# Modifiers — import via API (item_name | group | option | price)
item_name,group,group_ar,option,option_ar,price,min,max
شاي,السكر,السكر,سادة,سادة,0,0,1
شاي,السكر,السكر,مظبوط,مظبوط,0,0,1
شاي,السكر,السكر,زيادة,زيادة,0,0,1
شاي,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
شاي,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
شاي,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
شاي,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
شاي,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
شاي,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
شاي,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
شاي,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
شاي,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
شاي,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
شاي,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
شاي,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
شاي,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
شاي أخضر,السكر,السكر,سادة,سادة,0,0,1
شاي أخضر,السكر,السكر,مظبوط,مظبوط,0,0,1
شاي أخضر,السكر,السكر,زيادة,زيادة,0,0,1
شاي أخضر,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
شاي أخضر,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
شاي أخضر,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
شاي أخضر,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
شاي أخضر,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
شاي أخضر,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
شاي أخضر,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
شاي أخضر,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
شاي أخضر,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
شاي أخضر,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
شاي أخضر,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
شاي أخضر,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
شاي أخضر,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
نعناع,السكر,السكر,سادة,سادة,0,0,1
نعناع,السكر,السكر,مظبوط,مظبوط,0,0,1
نعناع,السكر,السكر,زيادة,زيادة,0,0,1
نعناع,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
نعناع,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
نعناع,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
نعناع,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
نعناع,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
نعناع,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
نعناع,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
نعناع,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
نعناع,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
نعناع,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
نعناع,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
نعناع,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
نعناع,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
ينسون,السكر,السكر,سادة,سادة,0,0,1
ينسون,السكر,السكر,مظبوط,مظبوط,0,0,1
ينسون,السكر,السكر,زيادة,زيادة,0,0,1
ينسون,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
ينسون,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
ينسون,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
ينسون,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
ينسون,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
ينسون,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
ينسون,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
ينسون,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
ينسون,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
ينسون,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
ينسون,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
ينسون,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
ينسون,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
شاي باللبن,السكر,السكر,سادة,سادة,0,0,1
شاي باللبن,السكر,السكر,مظبوط,مظبوط,0,0,1
شاي باللبن,السكر,السكر,زيادة,زيادة,0,0,1
شاي باللبن,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
شاي باللبن,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
شاي باللبن,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
شاي باللبن,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
شاي باللبن,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
شاي باللبن,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
شاي باللبن,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
شاي باللبن,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
شاي باللبن,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
شاي باللبن,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
شاي باللبن,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
شاي باللبن,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
شاي باللبن,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
سحلب,السكر,السكر,سادة,سادة,0,0,1
سحلب,السكر,السكر,مظبوط,مظبوط,0,0,1
سحلب,السكر,السكر,زيادة,زيادة,0,0,1
سحلب,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
سحلب,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
سحلب,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
سحلب,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
سحلب,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
سحلب,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
سحلب,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
سحلب,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
سحلب,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
سحلب,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
سحلب,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
سحلب,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
سحلب,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
تيليو,السكر,السكر,سادة,سادة,0,0,1
تيليو,السكر,السكر,مظبوط,مظبوط,0,0,1
تيليو,السكر,السكر,زيادة,زيادة,0,0,1
تيليو,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
تيليو,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
تيليو,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
تيليو,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
تيليو,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
تيليو,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
تيليو,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
تيليو,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
تيليو,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
تيليو,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
تيليو,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
تيليو,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
تيليو,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
قرفة,السكر,السكر,سادة,سادة,0,0,1
قرفة,السكر,السكر,مظبوط,مظبوط,0,0,1
قرفة,السكر,السكر,زيادة,زيادة,0,0,1
قرفة,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
قرفة,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
قرفة,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
قرفة,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
قرفة,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
قرفة,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
قرفة,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
قرفة,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
قرفة,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
قرفة,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
قرفة,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
قرفة,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
قرفة,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
زنجبيل,السكر,السكر,سادة,سادة,0,0,1
زنجبيل,السكر,السكر,مظبوط,مظبوط,0,0,1
زنجبيل,السكر,السكر,زيادة,زيادة,0,0,1
زنجبيل,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
زنجبيل,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
زنجبيل,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
زنجبيل,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
زنجبيل,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
زنجبيل,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
زنجبيل,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
زنجبيل,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
زنجبيل,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
زنجبيل,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
زنجبيل,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
زنجبيل,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
زنجبيل,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
هوت شوكلت,السكر,السكر,سادة,سادة,0,0,1
هوت شوكلت,السكر,السكر,مظبوط,مظبوط,0,0,1
هوت شوكلت,السكر,السكر,زيادة,زيادة,0,0,1
هوت شوكلت,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
هوت شوكلت,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
هوت شوكلت,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
هوت شوكلت,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
هوت شوكلت,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
هوت شوكلت,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
هوت شوكلت,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
هوت شوكلت,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
هوت شوكلت,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
هوت شوكلت,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
هوت شوكلت,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
هوت شوكلت,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
هوت شوكلت,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
كورتادو,السكر,السكر,سادة,سادة,0,0,1
كورتادو,السكر,السكر,مظبوط,مظبوط,0,0,1
كورتادو,السكر,السكر,زيادة,زيادة,0,0,1
كورتادو,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
كورتادو,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
كورتادو,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
كورتادو,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
كورتادو,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
كورتادو,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
كورتادو,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
كورتادو,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
كورتادو,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
كورتادو,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
كورتادو,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
كورتادو,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
كورتادو,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
قهوة تركي,السكر,السكر,سادة,سادة,0,0,1
قهوة تركي,السكر,السكر,مظبوط,مظبوط,0,0,1
قهوة تركي,السكر,السكر,زيادة,زيادة,0,0,1
قهوة تركي,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
قهوة تركي,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
قهوة تركي,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
قهوة تركي,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
قهوة تركي,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
قهوة تركي,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
قهوة تركي,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
قهوة تركي,إضافات,إضافات,إضافة بندق,إضافة بندق,25,0,5
قهوة تركي,إضافات,إضافات,إضافة كراميل,إضافة كراميل,20,0,5
قهوة تركي,إضافات,إضافات,إضافة مارشميلو,إضافة مارشميلو,15,0,5
قهوة تركي,إضافات,إضافات,إضافة قرفة,إضافة قرفة,15,0,5
قهوة تركي,إضافات,إضافات,إضافة لوتس,إضافة لوتس,30,0,5
قهوة تركي,إضافات,إضافات,إضافة أوريو,إضافة أوريو,30,0,5
قهوة تركي مظبوط,السكر,السكر,سادة,سادة,0,0,1
قهوة تركي مظبوط,السكر,السكر,مظبوط,مظبوط,0,0,1
قهوة تركي مظبوط,السكر,السكر,زيادة,زيادة,0,0,1
قهوة تركي مظبوط,السكر,السكر,سكر خفيف,سكر خفيف,0,0,1
قهوة تركي مظبوط,إضافات,إضافات,إضافة شوت اسبريسو,إضافة شوت اسبريسو,30,0,5
قهوة تركي مظبوط,إضافات,إضافات,إضافة لبن,إضافة لبن,20,0,5
قهوة تركي مظبوط,إضافات,إضافات,إضافة كريمة,إضافة كريمة,20,0,5
قهوة تركي مظبوط,إضافات,إضافات,إضافة صوص كراميل,إضافة صوص كراميل,15,0,5
قهوة تركي مظبوط,إضافات,إضافات,إضافة صوص شوكولاتة,إضافة صوص شوكولاتة,15,0,5
قهوة تركي مظبوط,إضافات,إضافات,إضافة فانيليا,إضافة فانيليا,15,0,5
